是否必填			1	1	1	1	1	1	1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接类型	过程连接尺寸	过程连接材质	额定量程	信号输出	显示及操作	电缆入口	认证	填充油	毛细管	结构材料
83	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:2.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:2.5m	
84	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:3m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:3m	
85	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:3.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:3.5m	
86	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:4m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:4m	
87	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:4.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:4.5m	
88	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:5m	
89	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:5.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:5.5m	
90	双法兰液位变送器	FMD78-5BA7F12B3MAW(W:1m,M:6m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:6m	
91	双法兰液位变送器	FMD78-5BA7F12B31AA(1m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	1m	
92	双法兰液位变送器	FMD78-5BA7F12B31AA(1.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	1.5m	
93	双法兰液位变送器	FMD78-5BA7F12B31AA(2m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	2m	
94	双法兰液位变送器	FMD78-5BA7F12B31AA(2.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	2.5m	
95	双法兰液位变送器	FMD78-5BA7F12B31AA(3m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	3m	
96	双法兰液位变送器	FMD78-5BA7F12B31AA(3.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	3.5m	
97	双法兰液位变送器	FMD78-5BA7F12B31AA(4m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	4m	
98	双法兰液位变送器	FMD78-5BA7F12B31AA(4.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	4.5m	
99	双法兰液位变送器	FMD78-5BA7F12B31AA(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	5m	
100	双法兰液位变送器	FMD78-5BA7F12B31AA(6m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	6m	
101	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:2m,M:3.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:2m,高压侧:3.5m	
102	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:2m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:2m	
103	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:2.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:2.5m	
104	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:3m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:3m	
105	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:3.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:3.5m	
106	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:4m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:4m	
107	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:4.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:4.5m	
108	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:5m	
109	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:5.5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:5.5m	
110	双法兰液位变送器	FMD78-5BA7F15B3MAW(W:1m,M:6m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	低压侧:1m,高压侧:6m	
111	双法兰液位变送器	FMD78-5BA7F15B31AA(1m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	1m	
112	双法兰液位变送器	FMD78-5BA7F15B31AA(1.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	1.5m	
113	双法兰液位变送器	FMD78-5BA7F15B31AA(2m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	2m	
114	双法兰液位变送器	FMD78-5BA7F15B31AA(2.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	2.5m	
115	双法兰液位变送器	FMD78-5BA7F15B31AA(3m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	3m	
116	双法兰液位变送器	FMD78-5BA7F15B31AA(3.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	3.5m	
117	双法兰液位变送器	FMD78-5BA7F15B31AA(4m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	4m	
118	双法兰液位变送器	FMD78-5BA7F15B31AA(4.(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	4.5m	
119	双法兰液位变送器	FMD78-5BA7F15B31AA(5m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	5m	
120	双法兰液位变送器	FMD78-5BA7F15B31AA(6m)	E+H	FMD78-5	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	ATEX II 2G Ex d IIC T6 Gb	硅油	6m	
121	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:2m,M:3.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:2m,高压侧:3.5m	
122	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:2m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2m	
123	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:2.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2.5m	
124	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:3m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:3m	
125	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:3.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:3.5m	
126	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:4m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:4m	
127	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:4.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:4.5m	
128	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:5m	
129	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:5.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:5.5m	
130	双法兰液位变送器	FMD78-GBA7F11B3MAW(W:1m,M:6m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:6m	
131	双法兰液位变送器	FMD78-GBA7F11B31AA(1m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	1m	
132	双法兰液位变送器	FMD78-GBA7F11B31AA(1.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	1.5m	
133	双法兰液位变送器	FMD78-GBA7F11B31AA(2m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	2m	
134	双法兰液位变送器	FMD78-GBA7F11B31AA(2.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	2.5m	
135	双法兰液位变送器	FMD78-GBA7F11B31AA(3m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	3m	
136	双法兰液位变送器	FMD78-GBA7F11B31AA(3.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	3.5m	
137	双法兰液位变送器	FMD78-GBA7F11B31AA(4m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	4m	
138	双法兰液位变送器	FMD78-GBA7F11B31AA(4.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	4.5m	
139	双法兰液位变送器	FMD78-GBA7F11B31AA(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	5m	
140	双法兰液位变送器	FMD78-GBA7F11B31AA(6m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片316L	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	6m	
141	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:2m,M:3.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:2m,高压侧:3.5m	
142	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:2m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2m	
143	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:2.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2.5m	
144	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:3m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:3m	
145	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:3.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:3.5m	
146	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:4m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:4m	
147	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:4.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:4.5m	
148	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:5m	
149	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:5.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:5.5m	
150	双法兰液位变送器	FMD78-GBA7F12B3MAW(W:1m,M:6m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:6m	
151	双法兰液位变送器	FMD78-GBA7F12B31AA(1m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	1m	
152	双法兰液位变送器	FMD78-GBA7F12B31AA(1.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	1.5m	
153	双法兰液位变送器	FMD78-GBA7F12B31AA(2m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	2m	
154	双法兰液位变送器	FMD78-GBA7F12B31AA(2.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	2.5m	
155	双法兰液位变送器	FMD78-GBA7F12B31AA(3m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	3m	
156	双法兰液位变送器	FMD78-GBA7F12B31AA(3.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	3.5m	
157	双法兰液位变送器	FMD78-GBA7F12B31AA(4m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	4m	
158	双法兰液位变送器	FMD78-GBA7F12B31AA(4.(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	4.5m	
159	双法兰液位变送器	FMD78-GBA7F12B31AA(5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	5m	
160	双法兰液位变送器	FMD78-GBA7F12B31AA(6m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片哈氏合金C	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	6m	
161	双法兰液位变送器	FMD78-GBA7F15B3MAW(W:2m,M:3.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:2m,高压侧:3.5m	
162	双法兰液位变送器	FMD78-GBA7F15B3MAW(W:1m,M:2m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2m	
163	双法兰液位变送器	FMD78-GBA7F15B3MAW(W:1m,M:2.5m)	E+H	FMD78-G	法兰 EN1092-1	DN50 PN10-40	法兰316L,膜片钽	500mbar/50kPa/7.5psi	2线,4~20mA SIL HART	本地显示及操作	M20，IP66/67 NEMA6P	NEPSI Ex d IIC T6	硅油	低压侧:1m,高压侧:2.5m	
