是否必填			1	1	1	1	1	1	1	1	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接	接液材质	填充油	信号输出	显示及操作	电缆入口	防爆认证	传感器额定量程	精度	结构材料
105	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
106	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
107	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
108	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
109	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
110	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
111	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
112	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
113	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
114	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
115	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3GFFW71DA00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
116	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3GFFW71DA00	艾默生	3051DG E3+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
117	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
118	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
119	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
120	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
121	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
122	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
123	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
124	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
125	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
126	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
127	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
128	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
129	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
130	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG K8+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
131	静压式液位变送器	3051DG2A22A1BS1M5D4C1K8HR5+1199WDAB3GFFW71DA00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
132	静压式液位变送器	3051DG3A22A1BS1M5D4C1K8HR5+1199WDAB3GFFW71DA00	艾默生	3051DG K8+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	ATEX 防火,本安, n 型,防尘(E8、I1 和 N1 的组合)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
133	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDA00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
134	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDA00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
135	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDB00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
136	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDB00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
137	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDC00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
138	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWGGDC00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
139	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDA00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
140	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDA00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
141	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDB00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
142	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDB00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
143	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDC00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
144	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3KFFWJGDC00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
145	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3GFFWG1DA00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
146	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3GFFWG1DA00	艾默生	2088G+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
147	静压式液位变送器	2088G1S22A2S1D4M5HR5C1HR5+1199WDAB3GFFW71DA00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20615)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至2.1bar		
148	静压式液位变送器	2088G2S22A2S1D4M5HR5C1HR5+1199WDAB3GFFW71DA00	艾默生	2088G+1199	平齐式法兰密封件DN80(HG20615)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-1.01至10.3bar		
149	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDA00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
150	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDA00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
151	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDB00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
152	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDB00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
153	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDC00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
154	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWGGDC00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
155	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDA00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
156	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDA00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
157	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDB00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
158	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDB00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
159	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDC00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
160	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3KFFWJGDC00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
161	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3GFFWG1DA00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
162	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3GFFWG1DA00	艾默生	2088G E3+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
163	静压式液位变送器	2088G1S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3GFFW71DA00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20615)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至2.1bar		
164	静压式液位变送器	2088G2S22A2S1D4M5E3HR5C1E3HR5+1199WDAB3GFFW71DA00	艾默生	2088G E3+1199	平齐式法兰密封件DN80(HG20615)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-1.01至10.3bar		
165	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDA00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
166	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDA00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
167	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDB00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
168	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDB00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
169	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDC00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
170	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWGGDC00	艾默生	2088G KH+1199	平齐式法兰密封件DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
171	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDA00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
172	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDA00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	全部316L SST材质	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
173	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDB00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
174	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDB00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
175	静压式液位变送器	2088G1S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDC00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至2.1bar		
176	静压式液位变送器	2088G2S22A2S1D4M5KHHR5C1K8HR5+1199WDAB3KFFWJGDC00	艾默生	2088G KH+1199	平齐式法兰密封件DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油-45~205℃	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	FM认证与ATEX防爆和本安(K5、ED、I1)	-1.01至10.3bar		
